start_timestamp|end_timestamp|speaker_roman|dialogue_source|combined
00:00:57:13|00:03:00|Avani|ಆದ್ರೂ, ನಿಮ್ಗಾಗ್ಲೇ ಹೇಳ್ದೆ ಅಲ್ವಾ. ಈ ಗೆಸ್ಟ್ ಹೌಸ್ ಅಲ್ಲಿ ಇರು ಅಂದ್ರೆ ಇರ್ತೀನಿ, ಹೋಗು ಅಂದ್ರೆ ಹೋಗ್ತೀನಿ ಅಂತ.|[Avani] Aadru, nimgagle helde alva. Ee guest house alli iru andre irthini, hogu andre hogthini antha.
01:04:12|01:06:17|Avani|ಇವ್ರೆಲ್ಲರ್ನೂ ಕರ್ಕೊಂಡ್ ಬಂದ್ ಈ ಗಲಾಟೆ ಏನು?|[Avani] Ivrellarnoo karkond band ee galate enu?
01:10:24|01:12:05|Maya|ನಿನ್ ಮೇಲೆ ನಮ್ಗೆ ತುಂಬಾ ಅನುಮಾನಗಳಿವೆ.|[Maya] Nin mele namge thumba anumaanagalive.
01:12:19|01:13:14|Maya|ಏನ್ ಅನುಮಾನಗಳು?|[Maya] En anumaanagalu?
01:14:14|01:17:20|Niharika|ನೀನ್ಯಾರು, ಎಲ್ಲಿಂದ ಬಂದಿದ್ದೀಯಾ, ನಿನ್ ವಿವರ ಏನು?|[Niharika] Neenyaru, ellinda bandiddiyaa, nin vivara enu?
01:18:19|01:20:00|Maya|ಆಕಾಶ್ ದಿಂದ ಬಂದಿದ್ದೀನಿ.|[Maya] Aakaash dinda bandiddini.
01:21:18|01:21:24|Sreekar|ಏನು?|[Sreekar] Enu?
01:23:14|01:24:04|Sreekar|ತಮಾಷೆ ಮಾಡ್ತಿದೀಯಾ?|[Sreekar] Thamashe madthidiya?
01:24:19|01:26:23|Maya|ನನಿಗೆ ಯಾರು ಇಲ್ಲ. ನಾನು ಒಂಟಿ.|[Maya] Nanige yaaru illa. Naanu onti.
01:28:18|01:32:18|Maya|ಅದಕ್ಕೆ ಈ ಮನೇಲಿ ಆಶ್ರಯ ಪಡ್ಕೊಂಡಿದ್ದೀನಿ, ಅರ್ಚನಾ ಹಾಗೆ.|[Maya] Adakke ee maneli aashraya padkondiddini, archana haage.
01:34:07|01:35:23|Maya|ಇದನ್ನೂ ಮೀರಿ ಏನ್ ಹೇಳು ಅಂತೀರಾ?|[Maya] Idannoo meeri en helu anthera?
01:40:03|01:41:22|Nirupama|ನೀನೀ ಮನೇಲಿ ಇರ್ಬಾರ್ದು, ಹೊರಗಡೆ ಹೋಗು.|[Nirupama] Neeni maneli irbardu, horagade hogu.
01:43:21|01:48:22|Maya|ಏನು, ನಮ್ ಮನೇಲಿರೋ ವ್ಯಕ್ತಿನ ಹೋಗೋ ಅನ್ನೋದಕ್ಕೆ ನೀವ್ಯಾರು, ನಿಮ್ಗೇನ್ ಹಕ್ಕು ಅಧಿಕಾರ ಇದೆ?|[Maya] Enu, nam maneliro vyakthina hogo annodakke neevyaru, nimgen hakku adhikaara ide?
01:50:11|01:51:24|Anupama|ಬಾಯ್ ಮುಚ್ಕೊಂಡ್ ಹೊರಡಿ ಇಲ್ಲಿಂದ.|[Anupama] Baay muchkond horadi illinda.
01:52:21|01:55:04|Anupama|ಹೆಚ್ಚು ಕಮ್ಮಿ ಮಾತಾಡುದ್ರೆ ಮರ್ಯಾದೆಯಿಂದ ಇರಲ್ಲ ಹೇಳ್ತಿದೀನಿ.|[Anupama] Hechhu kammi maathadudre maryadheyinda iralla helthidini.
01:56:19|01:58:19|Niharika|ಖಂಡಿತವಾಗ್ಲೂ ಏನೋ ಮೋಸ ನಡಿತಾ ಇದೆ.|[Niharika] Khandithavaglu eno mosa naditha ide.
01:59:23|02:01:20|Niharika|ನಾವು ಅದನ್ನ ಬಯಲ್ ಮಾಡ್ಬೇಕು.|[Niharika] Naavu adanna bayal madbeku.
02:04:00|02:07:23|Sridhar|ಅವಳ್ ಕೊರವಂಜಿ ಅಲ್ಲ ಅಂತಿದಾಳಲ್ಲ. ಇನ್ನ್ ಆರ್ಗ್ಯೂಮೆಂಟ್ಸ್ ಏನು ಬೇಡ. ನಡೀರಿ ಹೋಗೋಣ.|[Sridhar] Aval koravanji alla anthaidaalalla. Inn arguments enu beda. Nadiri hogona.
02:08:14|02:11:15|Kushi|ಹೌದು, ಈ ಗೌರಮ್ಮ ಆ ಕೊರವಂಜಿ ಒಬ್ಬರೇ ಅಲ್ಲ.|[Kushi] Houdu, ee gauramma aa koravanji obbare alla.
02:12:00|02:13:16|Kushi|ನಾನ್ ಕೂಡ ನೋಡಿದೀನಲ್ವಾ.|[Kushi] Naan kooda nodideenalva.
02:16:04|02:19:16|Avani's brother-in-law|ಎಲ್ಲಾದಕ್ಕೂ ಅವಸರ ಜಾಸ್ತಿ ನಿಮ್ಗೆ. ಯೋಚ್ನೆ ಮಾಡ್ದೆನೇ ಬಂದ್ ಜಗಳ ಮಾಡ್ತೀರಾ.|[Avani's brother-in-law] Elladakkoo avasara jaasthi nimge. Yochne maarddene band jagala maadtira.
02:20:13|02:22:18|Avani's brother-in-law|ನಿಮ್ ಜೊತೆಗೆ ನನ್ನೂ ಕೂಡ ಫೂಲ್ಸ್ ಹಾಕ್ ಮಾಡ್ತಿದ್ದೀರಾ.|[Avani's brother-in-law] Nim jothege nannoo kooda fools haak maadtiddira.
02:25:16|02:26:02|Vedavathi|ಏನಾಯ್ತು?|[Vedavathi] Enaythu?
02:53:14|02:54:14|Vedavathi|ಏನ್ ನಡಿತು?|[Vedavathi] En nadithu?
02:54:19|02:56:06|Vedavathi|ಎಲ್ಲರೂ ಈ ಮನೆ ಮುಂದೆ ಯಾಕಿದ್ದೀರಾ?|[Vedavathi] Ellaru ee mane munde yakiddira?
02:58:14|03:01:17|Chutki|ಇವ್ಳನ್ ನೋಡಿ ಆಂಟಿ, ಅವ್ನಿ ಮನೇಲಿರ್ತಿರೋ ಗೌರಿ ಇವ್ಳೇ.|[Chutki] Ivlan nodi aunty, avni manelirthiro gowri ivle.
03:05:03|03:07:11|Chutki|ಇವಳು ಹಬ್ಬದ ದಿನ ಕೊರವಂಜಿ ವೇಷದಲ್ಲಿ ಬಂದಿದ್ಳು.|[Chutki] Ivlu habbada dina koravanji veshadalli bandidlu.
03:07:18|03:10:23|Chutki|ಇವಾಗ್ ಕೇಳಿದ್ರೆ ಅಲ್ಲ ಅಂತಿದ್ದಾಳೆ. ಎಲ್ಲರೂ ದಬಾಯಿಸ್ತಿದ್ದಾರೆ.|[Chutki] Ivag kelidre alla anthiddale. Ellaru dabayisthiddare.
03:18:13|03:19:20|Chutki|ಅತ್ತೆ, ನಿಮ್ಗೂ ನೆನಪ್ಗ್ ಬಂತು ಅಲ್ವಾ.|[Chutki] Atthe, nimgoo nenapg banthu alva.
03:20:18|03:24:20|Niharika|ಇವಳ್ ಮನೇಲೆ ಇರ್ತಾ, ಮದ್ವೆ ನಿಲ್ಸೋದಕ್ಕೆ ಏನೋ ಪ್ರಯತ್ನಗಳ್ನ ಮಾಡ್ತಿದ್ದಾಳೆ.|[Niharika] Ival manele irthaa, madve nilsodakke eno prayathnagalan maadtiddale.
03:26:14|03:31:16|Niharika|ಅದಕ್ಕೆ ಇವಳನ್ನ ಈ ಮನೇಯಿಂದ ಕಳ್ಸ್ಬಿಡು ಅಂತ, ನೀವಾದ್ರೂ ಅವ್ನಿಗೆ ಹೇಳಿ.|[Niharika] Adakke ivlanna ee maneyinda kalsbidu antha, neevadru avnige heli.
03:32:16|03:34:16|Nirupama|ನೀನಾದ್ರೂ ಈ ಕೊರವಂಜಿನ ಗುರ್ತ್ ಹಿಡ್ದಿಯ ಅಮ್ಮ?|[Nirupama] Neenadru ee koravanjina gurth hiddeeya amma?
03:35:10|03:36:13|Vedavathi|ಗುರ್ತ್ ಹಿಡ್ದೆ.|[Vedavathi] Gurth hidde.
03:44:19|03:48:11|Vedavathi|ನೀವೆಲ್ಲರೂ ಅನ್ಕೋತಿರೋ ಹಾಗೆ, ಇವಳು ಕೊರವಂಜಿ ಅಲ್ಲ.|[Vedavathi] Neevellaru ankotthiro haage, ivlu koravanji alla.
03:54:06|03:55:18|Vedavathi|ಇವ್ಳೇ ಬೇರೆ, ಅವ್ಳೇ ಬೇರೆ.|[Vedavathi] Ivle bere, avle bere.
03:56:06|04:01:14|Niharika|ಏನ್ ಅತ್ತೆ, ನೀವು ಕೂಡ ಹೀಗೇ ಮಾತಾಡ್ತಾ ಇದ್ದೀರಾ. ಇಬ್ರೂ ಬೇರ್ಬೇರೆ ಅಂತ ನೀವ್ ಹೇಗ್ ಹೇಳ್ತಾ ಇದ್ದೀರಾ?|[Niharika] En atthee, neevu kooda heege maathadtha iddeera. Ibru berbere antha neev heg heltha iddeera?
04:02:10|04:09:00|Vedavathi|ನಾನು ಹೊರಗಡೆಯಿಂದ ಬರ್ತಿರಬೇಕಾದ್ರೆ, ಅವತ್ತು ನಮ್ಗೆ ಹಬ್ಬದ ದಿನ ಕಾಣ್ಸಿದ್ ಕೊರವಂಜಿ, ದಾರಿಲ್ ನನಗ್ ಕಾಣ್ಸಿದ್ಲು.|[Vedavathi] Naanu horagadeyinda barthirabekaadre, avatthu namge habbada dina kaansid koravanji, daaril nanag kaansidlu.
04:10:14|04:12:05|Koravanji|ಕಣಿ ಹೇಳ್ತೀನಮ್ಮ ಕಣಿ ಹೇಳ್ತೀನಿ.|[Koravanji] Kani heltheenamma kani heltheeni.
04:14:15|04:16:20|Koravanji|ಕಣಿ ಹೇಳ್ತೀನಮ್ಮ, ಕಣಿ ಹೇಳ್ತೀನಿ.|[Koravanji] Kani heltheenamma, kani heltheeni.
04:18:13|04:18:24|Vedavathi|ಏನಮ್ಮ?|[Vedavathi] Enamma?
04:19:15|04:19:21|Koravanji|ನಡೆದಿರೋ|[Koravanji] Nadediro
04:27:07|04:28:00|Vedavathi|ಚೆನ್ನಾಗಿದೀಯ ಅಮ್ಮ?|[Vedavathi] Chennaagidiya amma?
04:28:13|04:32:05|Koravanji|ಎಲ್ಲ ಅಮ್ನೋರ್ ದಾಯೆ ತಾಯಿ. ನಾನ್ ಚೆನ್ನಾಗಿದೀನಿ.|[Koravanji] Ella amnor daaye thaayi. Naan chennaagidini.
04:32:15|04:35:05|Koravanji|ಯಾಕ್ ಕರ್ದೆ ತಾಯಿ, ಕಣಿ ಹೇಳು ಅಂತೀಯ?|[Koravanji] Yak karde thayi, kani helu anthaaya?
04:35:16|04:36:18|Vedavathi|ನನ್ ಗುರ್ತ್ ಸಿಗ್ಲಿಲ್ವಾ?|[Vedavathi] Nan gurth siglilva?
04:36:20|04:44:11|Vedavathi|ಸಂಕ್ರಾಂತಿ ಹಬ್ಬದ ದಿನ ನಮ್ ಮನೆಗ್ ಬಂದ್, ನಮ್ ಅವ್ನಿ ಅಪಾಯದಲ್ಲಿದ್ದಾಗ, ನಿನ್ಗ್ ಗೊತ್ತಿರೋ ವಿದ್ಯೆಯಿಂದ ಅವಳನ್ ಕಾಪಾಡ್ದೆ.|[Vedavathi] Sankranthi habbada dina nam maneg band, nam avni apaayadalliddaaga, ning gotthiro vidyeyinda avalan kaapaade.
04:45:15|04:47:19|Koravanji|ಹಾ...ಆ... ನೆನಪ್ಗ್ ಬಂತು ತಾಯಿ.|[Koravanji] Haa...aa... Nenapg banthu thayi.
04:48:07|04:50:07|Koravanji|ಆ, ಆ ಹುಡ್ಗಿ ಈಗ ಚೆನ್ನಾಗಿದಾಳಾ?|[Koravanji] Aa, aa hudgi eega chennaagidaala?
04:50:18|04:52:03|Vedavathi|ಹಾ, ಚೆನ್ನಾಗಿದಾಳೆ.|[Vedavathi] Ha, chennagidale.
04:52:16|04:55:18|Koravanji|ನನ್ ರಿಂದ ನೀನು ಇನ್ನು ಏನಾದ್ರೂ ತಿಳ್ಕೋಬೇಕ್ ಅಂತಿದ್ದೀಯ ತಾಯಿ?|[Koravanji] Nan rinda neenu innu enadru thilkobek anthaideeya thaayi?
04:57:07|05:03:00|Vedavathi|ಅವತ್ ನೀನು ನನ್ ಮಗನ್ಗೆ ಸೋಸೆ ಆಗೋಳ್ಗೆ ಆಶಿರ್ವಾದ ಮಾಡು ಅಂದ್ರೆ, ಆಶಿರ್ವಾದ ಮಾಡ್ದೆ ಹೊರಟೋದೆ.|[Vedavathi] Avath neenu nan magange sose agolge aashirvada maadu andre, aashirvada maarde horatode.
05:04:06|05:06:21|Vedavathi|ಅವ್ರ್ ವಿಷ್ಯದ ಬಗ್ಗೆನೇ ಮಾತಾಡ್ಬೇಕು ಅನ್ಕೊಂಡೆ.|[Vedavathi] Avr vishyada baggene maathadbeku ankonde.
05:08:14|05:14:18|Vedavathi|ನೀನ್ ಕಾಪಾಡಿದ್ ಹುಡ್ಗಿ ಹೆಸ್ರು ಅವ್ನಿ. ನನ್ ಚಿಕ್ಕ್ ಸೊಸೆ. ಕೆಲವ್ ಕಾರಣಗಳಿಂದ, ನಮ್ಗ್ ದೂರ ಆಗಿದಾಳೆ.|[Vedavathi] Neen kaapaadid hudgi hesru avni. Nan chikk sose. Kelav kaaranagalinda, namg doora aagidaale.
05:16:09|05:19:24|Vedavathi|ಆ ಅವ್ನಿ ಸ್ಥಾನಕ್ಕೆ, ಮಾಯಾ ನಮ್ ಮನೆಗೆ ಸೋಸೆ ಆಗಿ ಕಾಲಿಡ್ತಿದ್ದಾಳೆ.|[Vedavathi] Aa avni sthaanake, maya nam manege sose aagi kaalidathiddale.
05:21:20|05:23:00|Vedavathi|ಆ ಹುಡ್ಗಿ ತುಂಬಾ ಒಳ್ಳೆ ಅವಳು.|[Vedavathi] Aa hudgi thumba olle avlu.
05:23:14|05:30:10|Vedavathi|ಒಂದ್ ಸಲ ನಮ್ ಮನೆಗೆ ಬಂದ್ ಅವ್ರ್ ಮದ್ವೆ ವಿಷ್ಯದಲ್ಲಿ ಮುಂದ್ ಮುಂದೆ ಯಾವುದೇ ಸಮಸ್ಯೆ ಬರ್ದೇ ಇರೋ ಹಾಗೆ, ಏನಾದ್ರೂ ಪರಿಹಾರ ಹೇಳು.|[Vedavathi] Ond sala nam manege band avr madve vishyadhalli mund munde yavu de samasye bardey iro haage, enadru parihaara helu.
05:30:23|05:33:17|Koravanji|ಅಮ್ನೋರ್ನ ಕೇಳ್ ಹೇಳ್ತೀನಿ ಇರು ತಾಯಿ.|[Koravanji] Amnorna kel helthini iru thaayi.
05:41:06|05:43:24|Koravanji|ಅಮ್ಮ ಹೇಳ್ತಾಳೆ, ಜಗದಂಬೆ ಹೇಳ್ತಾಳೆ.|[Koravanji] Amma helthale, jagadambe helthale.
05:44:11|05:48:02|Koravanji|ಈ ತಾಯಿ ಕೋರಿಕೇಲಿ ನ್ಯಾಯ ಇದ್ಯೋ ಇಲ್ವೋ, ನೀನೇ ಹೇಳ್ಬೇಕು ತಾಯಿ.|[Koravanji] Ee thaayi korikeli nyaaya idyo ilvo, neene helbeku thaayi.
05:56:11|05:58:24|Koravanji|ಆಗ್ಲಿ ತಾಯಿ, ಆಗ್ಲಿ.|[Koravanji] Aagli thaayi, aagli.
05:59:16|06:01:21|Koravanji|ನಿನ್ ಮಾತನ್ನ ನನ್ ಮಾತಾಗಿ ಹೇಳ್ತೀನಿ.|[Koravanji] Nin maatanna nan maathagi helthini.
06:04:15|06:10:14|Koravanji|ಅಮ್ಮ ಕಳ್ಸಿರೋ ಸಂದೇಶದ್ ಪ್ರಕಾರ, ಆ ಮದುವೆ ವಿಷ್ಯದಲ್ಲಿ ನೀನ್ ಮತ್ತೊಂದ್ಸಲ ಯೋಚ್ನೆ ಮಾಡೋದು ಒಳ್ಳೇದು ತಾಯಿ.|[Koravanji] Amma kalsiro sandeshad prakaara, aa maduve vishyadhalli neen matthondsala yochne maadodu olledu thaayi.
06:14:14|06:18:04|Koravanji|ಆ ವಿಷ್ಯದಲ್ಲಿ ನಾನ್ ಇದನ್ನ ಮೀರಿ ಏನು ಹೇಳೋಕ್ ಆಗಲ್ವೇ ತಾಯಿ.|[Koravanji] Aa vishyadhalli naan idanna meeri enu helok aagalve thaayi.
06:20:23|06:22:23|Koravanji|ಅವಸರ ಪಟ್ಟು ಮುಂದೆ ಹೆಜ್ಜೆ ಇಡ್ಬೇಡ.|[Koravanji] Avasara pattu munde hejje idbeda.
06:24:14|06:26:24|Koravanji|ಅಪಾಯನ ಕೇಳಿ ಕೇಳಿ ತಂದ್ಕೊಬೇಡ.|[Koravanji] Apaayana keli keli thandkobeda.
06:28:22|06:31:13|Koravanji|ಕಣಿ ಹೇಳ್ತೀನಮ್ಮ, ಕಣಿ ಹೇಳ್ತೀನಿ.|[Koravanji] Kani heltheenamma, kani heltheeni.
06:52:16|06:54:19|Maya|ಇಂತದ್ದೇ ಏನೋ ನಡೆಯುತ್ತೆ ಅಂತ,|[Maya] Inthadde eno nadeyutthe antha,
06:54:21|06:57:04|Maya|ನಿನಗೆ ದಾರೀಲಿ ನಾನು ದರ್ಶನ ಕೊಟ್ಟೆ.|[Maya] Ninage daarili naanu darshana kotte.
06:57:15|06:59:22|Maya|ನನ್ನೆಚ್ಚರಿಕೆಲಿ ನಾನ್ ಇರೋದು ಒಳ್ಳೇದು.|[Maya] Nannecharikeli naan irodu olledu.
07:00:19|07:02:22|Anupama|ಇವಾಗಾದ್ರೂ ನಿಮ್ ಅನುಮಾನ ತೀರ್ತಾ ಇಲ್ವಾ?|[Anupama] Ivagadro nim anumana theertha ilva?
07:05:14|07:10:04|Avani|ಇನ್ನೊಂದ್ ಸಲ ನನ್ ಮನೇಲಿರೋ ಗೌರಿ ಬಗ್ಗೆ ತಪ್ಪಾಗಿ ಮಾತಾಡುದ್ರೆ, ನಾನ್ ಸುಮ್ನೆ ಇರಲ್ಲ.|[Avani] Innond sala nan maneliro gowri bagge thappagi maathadudre, naan sumne iralla.
07:12:13|07:14:12|Anupama|ಇನ್ನೂ ನೋಡ್ತಾನೇ ಇದ್ದೀರಲ್ಲ, ಹೊರಡಿ ಇಲ್ಲಿಂದ ಈಗ.|[Anupama] Innoo nodthaane iddhiralla, horadi illinda eega.
07:14:24|07:17:23|Vedavathi|ನಮ್ ಮಧ್ಯ ನಡಿತಿರೋ ಅಂತ ಜಗಳದ ವಿಷ್ಯಗಳನ್ನ ಪಕ್ಕಕ್ಕೆ ಇಡಿ.|[Vedavathi] Nam madhya nadithiro antha jagalada vishyagalanna pakkakke idi.
07:18:22|07:23:23|Vedavathi|ನಿಮ್ ಮದ್ವೆ ವಿಷ್ಯದಲ್ಲಿ ಕೊರವಂಜಿ ಹಾಗ್ ಹೇಳ್ದಾಗಿಂದ, ನನಗ್ ಭಯ ಶುರು ಆಗಿದೆ.|[Vedavathi] Nim madve vishyadhalli koravanji haag heldhaaginda, nanag bhaya shuru aagide.
07:29:13|07:34:03|Vedavathi|ಅವಸರಪಟ್ಟು ಮುಂದೆ ಹೆಜ್ಜೆ ಇಟ್ರೆ, ಅಪಾಯನ ಕೇಳಿ ತನ್ಕೊಂಡ್ ಹಾಗೆ ಆಗುತ್ತೆ ಅಂತ ಹೇಳಿದ್ಲು.|[Vedavathi] Avasarapattu munde hejje itre, apayana keli thankond haage aagutthe antha helidlu.
07:35:10|07:40:02|Vedavathi|ಅಂತ ಸಮಸ್ಯೆ ಏನಾದ್ರೂ ಆದ್ರೆ, ಈ ಮದ್ವೆ ಮಾಡ್ಸೋದು, ನಮ್ಗ್ ಕಷ್ಟ ಆಗುತ್ತೆ.|[Vedavathi] Antha samasye enadru aadre, ee madve maadsodu, namg kashta aagutthe.
07:48:10|07:50:00|Sridhar|ಇನ್ನು ನಡೀರಿ ಹೋಗೋಣ, ನಡೀರಿ.|[Sridhar] Innu nadiri hogona, nadiri.
07:50:11|07:50:23|Sridhar|ನಡೆಯೋ.|[Sridhar] Nadeyo.
08:33:14|08:34:23|Maya|ಅವ್ರಿಂದ ನಿನಗೆ ಏನಾದ್ರು ತೊಂದ್ರೆ ಆಗಿದ್ರೆ,|[Maya] Avrinda ninage enaadhru thondre aagidre,
08:35:09|08:36:18|Maya|ಕ್ಷಮಿಸು ಗೌರಿ.|[Maya] Kshmisu gowri.
08:36:20|08:38:13|Maya|ಅಯ್ಯೋ, ಪರವಾಗಿಲ್ಲಮ್ಮ.|[Maya] Ayyo, paravaagillamma.
08:39:13|08:42:04|Anupama|ಆ ಕೊರವಂಜಿ ಯಾರೋ ಏನೋ ಸರಿಯಾಗಿ ಹೇಳಿದಾಳೆ.|[Anupama] Aa koravanji yaaro eno sariyaagi helidaale.
08:44:21|08:48:04|Kushi|ದೊಡ್ಡಮ್ಮವ್ರ ಆಲೋಚನೆಗಳು ಸ್ವಲ್ಪ ಸ್ವಲ್ಪನೇ ಬದಲಾಗ್ತಿದೆ.|[Kushi] Doddammavra aalochanegalu swalpa swalpane badalagthide.
08:48:06|08:49:22|Avani|ನೀವ್ ಒಳಗಡೆ ಹೋಗಿ, ನಾನ್ ಬರ್ತೀನಿ.|[Avani] Neev olagade hogi, naan barthini.
08:55:20|09:00:15|Maya|ಆ ಕೊರವಂಜಿ ಹೇಳಿರೋ ಮಾತುಗಳು, ವೇದವತಿ ತಲೆ ತುಂಬಾ ತುಂಬ್ಕೊಂಡಿದೆ.|[Maya] Aa koravanji heliro maathugalu, vedavathi thale thumba thumbkonde.
09:00:22|09:03:07|Maya|ಆ ಮೂಡ್ ಇಂದ ಅವ್ರ್ನ ಹೊರಗಡೆ ತರೋದು ಅಷ್ಟು ಸುಲ್ಬ ಅಲ್ಲ.|[Maya] Aa mood inda avrna horagade tharodu ashtu sulb alla.
09:03:22|09:05:14|Maya|ನಮ್ ಮದ್ವೆ ನಡೆಯುತ್ತಾ?|[Maya] Nam madve nadeyutthaa?
09:07:15|09:08:10|Avani|ಹಲೋ!|[Avani] Hello!
09:22:15|09:27:03|Avani|ಮದ್ವೆ ವಿಷ್ಯ ಏನಾಗುತ್ತೋ ಅಂತ, ಮನಸ್ಸು ತುಂಬಾ ಯೋಚ್ನೆ ಮಾಡ್ತಿದ್ದೀಯಾ?|[Avani] Madve vishya enagutho antha, manassu thumba yochne maadtidiya?
09:28:18|09:33:10|Avani|ಇಷ್ಟು ಮಾತ್ರ ಮಂಥನ, ಮಾನಸಿಕ ಘರ್ಷಣೆ ಇರ್ಬೇಕು ಬಿಡು.|[Avani] Ishtu maathra manthana, maanasika gharshane irbeku bidu.
09:34:20|09:40:02|Avani|ನನ್ ತಾಳಿನ ಕತ್ಕೋಬೇಕು ಅನ್ಕೋಳೋ ನಿನಗೆ ಇಷ್ಟು ಭಯ ಇರಬೇಕಾದ್ರೆ,|[Avani] Nan thaalina kathkobeku ankolo ninage ishtu bhaya irbekadre,
09:40:15|09:47:11|Avani|ತಾಳೀನ್ ಕಟ್ಸ್ಕೊಂಡು, ಆ ತಾಳಿನ ಕಾಪಾಡ್ಕೋಬೇಕು ಅಂತ ಹೋರಾಡ್ತಾ ಇರೋ, ನನಿಗೆಷ್ಟು ನೋವಿರ್ಬಾರ್ದು.|[Avani] Thaalin katskondu, aa thaalina kaapaadkobeku antha horadtha iro, nanigeshtu novirbardu.
09:48:20|09:51:14|Avani|ಒಂದ್ ರಾಜ್ಯಕ್ಕೋಸ್ಕರ ಯುದ್ಧ ಮಾಡು, ಗೆಲ್ತೀಯಾ.|[Avani] Ond rajyakkoskara yuddha maadu, gelthiyaa.
09:53:14|09:55:18|Avani|ಒಂದ್ ದೇಶಕ್ಕೋಸ್ಕರ ಯುದ್ಧ ಮಾಡು, ಗೆಲ್ತೀಯಾ.|[Avani] Ond deshakoskara yuddha maadu, gelthiyaa.
09:57:08|10:03:08|Avani|ಮತ್ತೊಂದ್ ಹೆಣ್ಣಿನ ಮಾಂಗಲ್ಯನ ಕಿತ್ಕೋಳೋದಕ್ಕೆ, ಯುದ್ಧ ಮಾಡ್ಬೇಡ, ಗೆಲ್ಲಕ್ ಆಗಲ್ಲ.|[Avani] Matthond hennina maangalyana kithkolodakke, yuddha madbeda, gellak aagalla.
10:05:04|10:06:04|Avani|ನಾಶ ಆಗೋಗ್ತೀಯಾ.|[Avani] Naasha aagogthiyaa.
10:07:14|10:09:07|Avani|ಪಾತಾಳಕ್ಕೆ ಹೊರಟೋಗ್ತೀಯಾ.|[Avani] Paathaalakke horatogthiyaa.
10:11:06|10:14:04|Avani|ಈ ತಾಳಿ, ನಿನ್ ಕತ್ತಿಗೆ ನೇಣಿನ ಹಗ್ಗ ಆಗುತ್ತೆ.|[Avani] Ee thaali, nin katthige nenina hagga aagutthe.
