start_timestamp|end_timestamp|speaker_roman|dialogue_source|combined
01:00:24:02|01:00:28:01|Nidhi|న్యూస్ లో దొంగలు వస్తున్నారని చూసాను, వాళ్ళే వచ్చారనుకుని ఇలా చేసేసాను సర్.|[నిధి] Nidhi: News lo dongalu vasthunnarani chusanu, vaalle vacharanukuni ila chesesanu sir.
01:00:28:01|01:00:29:18|Nidhi|సారీ సర్, దయచేసి క్షమించండి సర్.|[నిధి] Nidhi: Sorry sir, dayachesi kshaminchandi sir.
01:00:33:14|01:00:34:07|Shanthi Baby|నిధి ఏంటే నువ్వు?|[శాంతి బేబీ] Shanthi Baby: Nidhi, yente nuvvu?
01:00:34:15|01:00:38:11|Shanthi Baby|అంత కూడా అర్థం కాలేదా? లైట్ వేస్తే మోహం అయినా కనిపించేది కదా నీకు.|[శాంతి బేబీ] Shanthi Baby: Antha kooda artham kaaleda? Light veste moham aina kanipinchedi kada neeku.
01:00:38:18|01:00:41:14|Shanthi Baby|ఏంటే ఎవరో ఏంటో కూడా తెలుసుకోకుండా అలా కొట్టేస్తావా?|[శాంతి బేబీ] Shanthi Baby: Yente evaro yento kooda telusukokunda ala kottesthava?
01:00:42:07|01:00:42:21|Nidhi|అయ్యో ఊరుకో.|[నిధి] Nidhi: Ayyo ooruko.
01:00:44:11|01:00:45:15|Nidhi|సారీ సర్.|[నిధి] Nidhi: Sorry sir.
01:00:47:05|01:00:48:21|Nidhi|సారీ సర్ ప్లీజ్.|[నిధి] Nidhi: Sorry sir, please.
01:00:49:21|01:00:54:14|Karna|ఈవిడ దగ్గర నుండి తప్పించుకోవాలనుకునే కొద్ది, ఈవిడ చేతికే చిక్కేస్తాను.|[కర్ణ] Karna: Eevida daggara nundi thappinchukovaalanukune koddhi, eevida chethike chikkestanu.
01:00:55:09|01:00:56:11|Karna|ఏమీ మాట్లాడకూడదు.|[కర్ణ] Karna: Emi matladakoodadu.
01:00:57:04|01:00:58:20|Nidhi|సర్ ప్లీజ్ కోపం తెచ్చుకోకండి సర్.|[నిధి] Nidhi: Sir please kopam thechukokandi sir.
01:00:59:09|01:01:00:23|Nidhi|కావాలంటే మీ కాళ్ళు పట్టుకుంటాను.|[నిధి] Nidhi: Kavalaante mee kaallu pattukuntanu.
01:01:03:00|01:01:03:19|Nidhi|ప్లీజ్ సర్.|[నిధి] Nidhi: Please sir.
01:01:07:11|01:01:07:18|Palakova|నిధి.|[పాలకోవా] Palakova: Nidhi.
01:01:09:07|01:01:11:18|Palakova|పోనీలే వదిలేయమ్మా, వాడికి బాగా దెబ్బలు తగిలినట్టున్నాయ్.|[పాలకోవా] Palakova: Ponile vadileyamma, vaadiki baaga debbalu thagilinattunnay.
01:01:14:14|01:01:16:15|Tejas|నిధి, పెయిన్ కిల్లర్ ఉందా?|[తేజస్] Tejas: Nidhi, pain killer undha?
01:01:17:09|01:01:17:19|Nidhi|ఆ, ఆ బావ ఉంది.|[నిధి] Nidhi: Ah, ah baava undi.
01:02:30:19|01:02:33:14|Nidhi|అయ్యో! ఎంత పొరపాటు చేశావ్ నిధి? షిట్!|[నిధి] Nidhi: Ayyo! Entha porapaatu chesav Nidhi? Shit!
01:02:34:02|01:02:34:17|Shanthi Baby|ఎక్కడ పెట్టావే?|[శాంతి బేబీ] Shanthi Baby: Ekkada pettave?
01:02:35:05|01:02:36:20|Nidhi|ఆ అక్కడే పెట్టాను, వస్తున్నాను.|[నిధి] Nidhi: Ah, akkade pettaanu, vasthunnanu.
01:04:00:22|01:04:05:07|Rajeshwari Devi's husband|వాతావరణం చాలా వేడెక్కింది కదా, చల్లబడాలని అంతే.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Vaathavaranam chaala vedekkindhi kadha, challabadalani anthe.
01:04:05:22|01:04:06:17|Rajeshwari Devi's husband|పడుకో పడుకో.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Paduko paduko.
01:04:12:12|01:04:16:11|Rajeshwari Devi's husband|మాలతి, నీ మంచితనం ఏంటో నీకు తెలుసా?|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Maalathi, nee manchithanam yento neeku telusa?
01:04:16:11|01:04:20:01|Rajeshwari Devi's husband|ఏం చేసినా తిరిగి మాట్లాడకుండా మౌనంగా ఉంటావ్.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Em chesina thirigi matladakunda maunanga untaav.
01:04:21:01|01:04:24:12|Rajeshwari Devi's husband|ఇదే, ఇదే మంచి గుణం. ఇదే నీ చెడ్డ గుణం కూడా.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Idhe, idhe manchi gunam. Idhe nee chedda gunam kooda.
01:04:26:03|01:04:31:18|Rajeshwari Devi's husband|నాకు ఏం కావాలో వద్దో నువ్వు ఎప్పుడూ అర్థం చేసుకోలేదు, అర్థం చేసుకోవడము సాధ్యం కాదు.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Naaku em kaavaalo vaddo nuvvu yeppudu artham chesukoledhu, artham chesukovadamu saadhyam kaadhu.
01:04:33:14|01:04:40:07|Rajeshwari Devi's husband|నువ్వు, మీ చెత్తలో దొరికిన వాడు నా మనశ్శాంతిని పాడు చేయాలి అనే కదా బ్రతుకుతున్నారు.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Nuvvu, mee chetthalo dorikina vaadu naa manashanthini paadu cheyyali ane kadha brathukuthunnaru.
01:04:42:07|01:04:47:11|Rajeshwari Devi's husband|ఛీ! మిమ్మల్ని ఏ ఘడియలో చూశానో అప్పుడే నా మనశ్శాంతి సర్వనాశనం అయిపోయింది.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Chee! Mimmalni ye ghadiyalo choosano appude naa manashanthi sarvanasanam ayipoyindhi.
01:04:49:15|01:04:51:11|Rajeshwari Devi's husband|మా నాన్నకి తెలివి లేదు.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Maa naanaki thelivi ledhu.
01:04:52:03|01:04:53:11|Rajeshwari Devi's husband|నీకేమో నిలకడ లేదు.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Neekemo nilakada ledhu.
01:04:55:00|01:04:59:05|Rajeshwari Devi's husband|నిన్నేమో నాకు భార్యగా కట్టబెట్టి వాడినేమో నా కొడుకుని చేశాడు, థూ!|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Ninnemo naaku bharyaga kattabetti, vaadinemo naa kodukuni chesadu, thoo!
01:04:59:22|01:05:01:21|Rajeshwari Devi's husband|చెప్పుకోవడానికే అసహ్యంగా ఉంది.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Cheppukovadanike asahyamga undi.
01:05:03:13|01:05:06:17|Rajeshwari Devi's husband|మా నాన్న బతికుంటే అందరి ముందు నిలబెట్టి ప్రశ్నించేవాడిని.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Maa naanna bathikunte andari mundu nilabetti prashninchevadini.
01:05:07:22|01:05:09:23|Rajeshwari Devi's husband|ఆయన చచ్చి, నన్ను ఈ నరకంలోకి తోక్కేసాడు.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Aayana chachi, nannu ee narakamloki thokkesadu.
01:05:11:15|01:05:15:01|Rajeshwari Devi's husband|ఇన్ని మాటలన్నా కూడా ఇలా రాయిలాగా కూర్చున్నావ్.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Inni matalanna kooda ila raayilaga koorchunnav.
01:05:16:11|01:05:17:03|Rajeshwari Devi's husband|పడుకో.|[రాజేశ్వరి దేవి భర్త] Rajeshwari Devi's husband: Paduko.
01:05:39:07|01:05:40:17|Karna|ఆయ్, దెబ్బ తగిలింది.|[కర్ణ] Karna: Ah, debba thagilindhi.
01:06:21:20|01:06:23:14|Shanthi Baby|చేసిందంతా చేసి ఇప్పుడు నా వంక చూస్తే?|[శాంతి బేబీ] Shanthi Baby: Chesindantha chesi ippudu naa vanka chooste?
01:06:24:16|01:06:26:08|Nidhi|నేను కావాలని చేసానా శాంతి బేబీ?|[నిధి] Nidhi: Nenu kaavaalani chesana Shanthi Baby?
01:06:27:01|01:06:32:00|Nidhi|దొంగొచ్చి మన ఇంట్లో దొంగతనం చేస్తాడని భయపడి కర్ణ సర్ న అలా కొట్టాను.|[నిధి] Nidhi: Dongochi mana intlo dongathanam chesthadani bhayapadi Karna sir na ala kottanu.
01:06:32:09|01:06:36:20|Shanthi Baby|హుమ్! ముప్పు వద్దులే, ఎప్పుడూ చూసినా ఆ మొబైల్ లో రీల్స్, గీల్స్ చూడడం.|[శాంతి బేబీ] Shanthi Baby: Hmm! Muppu voddhule, yeppudu choosinaa aa mobile lo reels, geels choodadam.
01:06:37:05|01:06:43:08|Shanthi Baby|ఏదో దేశంలో ఎవరో ఇంట్లోనో ఎవరో దొంగతనం చేశారని అనుకుంటూ మన ఇంట్లో అదే జరుగుతుందని వెధవ పని చేయడం.|[శాంతి బేబీ] Shanthi Baby: Yedo deshamlo evaro intlono evaro dongathanam chesaarani anukuntu, mana intlo adhe jaruguthundani vedhava pani cheyadam.
01:06:43:18|01:06:45:03|Shanthi Baby|అసలు నీకు బుద్ధుందా?|[శాంతి బేబీ] Shanthi Baby: Asalu neeku buddhunda?
01:06:45:15|01:06:48:02|Nidhi|శాంతి బేబీ, ఎందుకింత రైజ్ అవుతున్నావ్?|[నిధి] Nidhi: Shanthi Baby, yendukinta rise avuthunnav?
01:06:48:21|01:06:50:07|Shanthi Baby|ఏయ్ మేకజడ.|[శాంతి బేబీ] Shanthi Baby: Ey mekajada.
01:06:51:11|01:06:53:15|Palakova|పాపం కదా, చిన్నపిల్ల ఎందుకు తిడుతున్నావ్?|[పాలకోవా] Palakova: Paapam kadha, chinnapilla, yenduku thiduthunnav?
01:06:54:19|01:06:56:15|Shanthi Baby|ఆహ్, పిల్ల ఇది?|[శాంతి బేబీ] Shanthi Baby: Ah, pilla idi?
01:06:58:05|01:07:03:22|Shanthi Baby|పాపం కర్ణ కాబట్టి తట్టుకున్నాడు, నేనో నువ్వో గనక అయ్యి ఉంటే, నువ్వే చెప్పు ఏమై ఉండేది మన గతి?|[శాంతి బేబీ] Shanthi Baby: Paapam, Karna kaabatti thattukunnadu. Neno nuvvo ganaka ayyi unte, nuvve cheppu, yemai undedhi mana gathi?
01:07:04:13|01:07:06:11|Nidhi|శాంతి, నేను సారీ చెప్పాను కదా.|[నిధి] Nidhi: Shanthi, nenu sorry cheppanu kadha.
01:07:07:02|01:07:09:16|Nidhi|అయినా కర్ణ సార్ కి నా మీద కోపం పోలేదు.|[నిధి] Nidhi: Ainaa Karna sir ki naa meedha kopam poledhu.
01:07:11:06|01:07:12:21|Nidhi|నేను ఎంత మాట్లాడించినా ఆయన మాట్లాడట్లేదు.|[నిధి] Nidhi: Nenu entha matladinchinaa aayana matladatledhu.
01:07:13:16|01:07:14:21|Palakova|ఎందుకో వీడు అన్నీ అతి చేస్తాడు.|[పాలకోవా] Palakova: Yenduko veedu anni athi chesthadu.
01:07:16:16|01:07:18:20|Palakova|తెలియక చేసింది, దానికి మాట్లాడకూడదా?|[పాలకోవా] Palakova: Theliyaka chesindhi. Dhaaniki matladakoodadha?
01:07:21:04|01:07:22:07|Palakova|రాని నేను మాట్లాడిస్తాను.|[పాలకోవా] Palakova: Raani, nenu matladisthanu.
01:07:22:15|01:07:24:09|Shanthi Baby|పాల్కోవా నువ్వు ముందు కూర్చో.|[శాంతి బేబీ] Shanthi Baby: Paalkova, nuvvu mundu koorcho.
01:07:26:07|01:07:29:08|Shanthi Baby|మా ఇంటికి వచ్చిన కర్ణకి ఇలా అయినందుకు నేనే వెళ్లి మాట్లాడతాను.|[శాంతి బేబీ] Shanthi Baby: Maa intiki vachina Karna ki ila ainanduku nene velli matladathanu.
01:07:30:16|01:07:33:01|Palakova|వాణ్ణి ఎలా శాంతింపజేయాలో నాకు తెలుసు అమ్మాయి.|[పాలకోవా] Palakova: Vaanni yela saanthimpajeyyalo naaku thelusu ammayi.
01:07:33:09|01:07:35:19|Shanthi Baby|నువ్వు ఉండు, నాకూ తెలుసు, నేనే కర్ణతో మాట్లాడతాను.|[శాంతి బేబీ] Shanthi Baby: Nuvvu undu, naaku thelusu. Nene Karna tho matladathanu.
01:07:37:09|01:07:40:07|Shanthi Baby|అంతవరకు ఈ పిల్లకి నువ్వే బుద్ధి చెప్పు.|[శాంతి బేబీ] Shanthi Baby: Anthavaraku ee pillaki nuvve buddhi cheppu.
01:07:41:15|01:07:42:07|Nidhi|శాంతి.|[నిధి] Nidhi: Shanthi.
01:07:45:04|01:07:46:21|Shanthi Baby|ఏయ్ నువ్వేంటి అడ్డం కూర్చో.|[శాంతి బేబీ] Shanthi Baby: Ey, nuvventi addam? Koorcho.
01:07:57:13|01:07:58:02|Shanthi Baby|తీసుకో బాబు.|[శాంతి బేబీ] Shanthi Baby: Theesuko baabu.
01:07:59:16|01:08:00:10|Karna|ఇప్పుడెందుకండీ ఇది?|[కర్ణ] Karna: Ippudendukandi idi?
01:08:00:19|01:08:05:07|Shanthi Baby|ఐస్ క్రీమ్ ఇస్తే నీ మనసు కరుగుతుందని మా పాలకోవ చెప్పింది.|[శాంతి బేబీ] Shanthi Baby: Ice cream isthe nee manasu karuguthundani maa paalkova cheppindhi.
01:08:07:07|01:08:13:08|Shanthi Baby|అంతేకాక నేనింకొకటి అడుగుతాను, అది కూడా చేయాలి, అందుకే ఈ ఐస్ క్రీమ్.|[శాంతి బేబీ] Shanthi Baby: Anthe kaaka, neninkokati aduguthaanu. Adhi kooda cheyyali. Anduke ee ice cream.
01:08:13:19|01:08:16:16|Karna|ఐస్ క్రీమ్ ఇచ్చి పని చేయించుకోవడానికి నేనేమన్నా చిన్నపిల్లాడ్నా?|[కర్ణ] Karna: Ice cream ichi pani cheyinchukodaniki nenemanna chinnapilladna?
01:08:17:10|01:08:19:12|Karna|ఇంత స్వీట్ గా అడిగితే ఎవరు కాదని అంటారు?|[కర్ణ] Karna: Intha sweet ga adigithe evaru kaadani antaru?
01:08:20:17|01:08:21:05|Karna|ఇవ్వండి.|[కర్ణ] Karna: Ivvandi.
01:08:24:09|01:08:24:22|Karna|ఏంటో చెప్పండి.|[కర్ణ] Karna: Yento cheppandi.
01:08:25:12|01:08:26:22|Shanthi Baby|నిధితో మాట్లాడతావా?|[శాంతి బేబీ] Shanthi Baby: Nidhitho matladathava?
01:08:34:02|01:08:37:10|Shanthi Baby|తన మీద నీకు కోపం వచ్చిందని నాకు తెలుసు బాబు.|[శాంతి బేబీ] Shanthi Baby: Thana meedha neeku kopam vachindhani naaku thelusu baabu.
01:08:37:21|01:08:41:03|Shanthi Baby|కానీ అది కావాలని అలా చేయలేదు బాబు.|[శాంతి బేబీ] Shanthi Baby: Kaani adhi kaavaalani ala cheyaledu baabu.
01:08:41:19|01:08:46:17|Shanthi Baby|ఏదో పిల్లతనం ముందు వెనక ఆలోచించకుండా అలా చేసింది కర్ణ.|[శాంతి బేబీ] Shanthi Baby: Yedo pillathanam, mundu venaka aalochinchakunda ala chesindhi Karna.
01:08:48:19|01:08:56:01|Shanthi Baby|అందుకోసం నువ్వు తన మీద కోపగించుకుని మాట్లాడడం మానేశావంటే అది తిండి, నీళ్లు అన్నీ మానేసి కూర్చుంటుంది అంతే.|[శాంతి బేబీ] Shanthi Baby: Andukosam nuvvu thana meedha kopaginchukuni matladadam maanesaavante, adhi thindi neellu anni maanesi koorchuntundhi anthe.
01:08:56:19|01:09:00:10|Karna|దేన్ని దేనితో లింక్ చేస్తున్నారసలు? వద్దొద్దు.|[కర్ణ] Karna: Dhenni dhenitho link chesthunnarasalu? Vaddoddu.
01:09:01:00|01:09:04:19|Karna|ఊ అనాలా ఏం చెప్పాలి ఇప్పుడు?|[కర్ణ] Karna: Oo anaala? Em cheppali ippudu?
01:09:05:14|01:09:09:16|Shanthi Baby|నాకు తెలుసు ఐస్ క్రీమ్ తినకముందే నీ మనసు కరుగుతుందని.|[శాంతి బేబీ] Shanthi Baby: Naaku thelusu, ice cream thinakamundhe nee manasu karuguthundani.
01:09:10:20|01:09:14:14|Shanthi Baby|అది ఇంకోసారి ఇలాంటి పని చేయకుండా నేను చూసుకుంటాను బాబు.|[శాంతి బేబీ] Shanthi Baby: Adhi inkosari ilanti pani cheyakunda nenu choosukuntanu baabu.
01:09:17:21|01:09:19:04|Shanthi Baby|మాట్లాడతావు కదా బాబు?|[శాంతి బేబీ] Shanthi Baby: Matladathavu kadha baabu?
01:09:20:13|01:09:23:09|Unknown|నువ్వు దానికి దూరంగా ఉంటే అది దానికే మంచిది.|[Unknown] Unknown: Nuvvu daaniki dooranga unte adhi daanike manchidhi.
01:09:24:20|01:09:27:23|Shanthi Baby|అబ్బా! ఇప్పుడు నా మనసు శాంతపడింది.|[శాంతి బేబీ] Shanthi Baby: Abba! Ippudu naa manasu saanthapadindhi.
01:09:33:10|01:09:34:02|Karna|ఆ అమ్మా.|[కర్ణ] Karna: Ah amma.
01:09:43:02|01:09:44:03|Karna|మీ బర్త్ డే అంటే వచ్చాను.|[కర్ణ] Karna: Mee birthday ante vachanu.
01:09:45:03|01:09:49:00|Karna|కానీ ఖాళీ చేతులతో వచ్చాను, ఏ గిఫ్ట్ తేలేదు.|[కర్ణ] Karna: Kaani khaali chethulatho vachanu, ye gift theledhu.
01:09:50:08|01:09:52:16|Shanthi Baby|ఈ గిఫ్ట్, లిఫ్ట్ అన్నీ మీ వయసు వాళ్ళకి.|[శాంతి బేబీ] Shanthi Baby: Ee gift, lift anni mee vayasu vaallaki.
01:09:53:11|01:09:58:05|Shanthi Baby|మాకైతే టెస్టులు, టాబ్లెట్లు, డాక్టర్ షాపు, దేవుడి షాపు అంతే.|[శాంతి బేబీ] Shanthi Baby: Maakaithe testlu, tabletlu, doctor shopu, devudi shopu anthe.
01:09:58:14|01:09:59:04|Karna|దేవుడి షాపా?|[కర్ణ] Karna: Devudi shopa?
01:10:00:07|01:10:01:00|Shanthi Baby|దేవస్థానం.|[శాంతి బేబీ] Shanthi Baby: Devasthanam.
01:10:02:18|01:10:04:09|Karna|ఓహ్! బాగా చెప్పారు.|[కర్ణ] Karna: Oh! Baaga chepparu.
01:10:05:01|01:10:08:08|Shanthi Baby|డాక్టర్ ని అడుగుతాం కదా, అందుకే డాక్టర్ షాప్ అన్నాను.|[శాంతి బేబీ] Shanthi Baby: Doctor ni aduguthaam kadha, anduke doctor shop annanu.
01:10:08:18|01:10:09:18|Shanthi Baby|ఇది కూడా అంతే.|[శాంతి బేబీ] Shanthi Baby: Idhi kooda anthe.
01:10:11:03|01:10:12:12|Karna|మీతో మాట్లాడి గెలవలేను లెండి.|[కర్ణ] Karna: Meetho matladi gelavalenu lendi.
01:10:13:08|01:10:15:20|Karna|అదంతా సరే, మీకేం గిఫ్ట్ కావాలో చెప్పండి.|[కర్ణ] Karna: Adantha sare, meekem gift kaavaalo cheppandi.
01:10:16:11|01:10:17:05|Shanthi Baby|ఏయ్.|[శాంతి బేబీ] Shanthi Baby: Ey.
01:10:17:15|01:10:22:04|Karna|మీ పాలకోవకంతే, కావాల్సినన్ని గిఫ్టులు ఇస్తాను, మీకూ అంతే, చెప్పండి ఏ కావాలి?|[కర్ణ] Karna: Mee paalkovakanthe, kaavaalsinanni giftlu isthanu. Meeku anthe, cheppandi, ye kaavali?
01:10:24:19|01:10:28:13|Shanthi Baby|నాకు చాలా ఉపకారం చేశావు కదా, దాని కన్నా పెద్ద గిఫ్ట్ ఇంకేం ఉంటుంది బాబు?|[శాంతి బేబీ] Shanthi Baby: Naaku chaala upakaram chesaavu kadha, daani kanna pedda gift inkem untundhi baabu?
01:10:33:01|01:10:38:21|Karna|ఓ పని చేయండి, కళ్ళు మూసుకుని ఆలోచించి, మీకు ఈ క్షణంలో ఏది ఎక్కువగా కావాలనిపిస్తే అది అడగండి.|[కర్ణ] Karna: O pani cheyandi. Kallu moosukuni aalochinchi, meeku ee kshanamlo yedhi yekkuvaga kaavaalanipisthe adhi adagandi.
01:10:48:02|01:11:02:16|Shanthi Baby|ఇంకేముంటుంది బాబు నాకు? మా నిత్య పెళ్లి ఎలాంటి అడ్డంకులు లేకుండా సాఫీగా జరగాలి. అది తన భర్తతో సంతోషంగా ఉండాలి, అత్తవారి ఇంట్లో ఎంతో సుఖంగా ఉండాలి.|[శాంతి బేబీ] Shanthi Baby: Inkemuntundhi baabu naaku? Maa Nitya pelli yelanti addankulu lekunda saafegaa jaragali. Adhi thana bharthatho santhoshanga undali. Atthavari intlo yentho sukhamga undali.
01:11:03:09|01:11:05:01|Shanthi Baby|ఇదే బాబు నాకు కావాల్సింది.|[శాంతి బేబీ] Shanthi Baby: Idhe baabu naaku kaavaalsindhi.
01:11:07:08|01:11:07:22|Karna|ఇంతేనా?|[కర్ణ] Karna: Inthena?
01:11:08:14|01:11:09:19|Shanthi Baby|హుమ్, అంతే.|[శాంతి బేబీ] Shanthi Baby: Hmm, anthe.
01:11:10:14|01:11:11:12|Karna|హుమ్.|[కర్ణ] Karna: Hmm.
01:11:13:08|01:11:17:16|Karna|ఇదే మీ కోరికంటే, దాన్ని నెరవేర్చే బాధ్యత నాది.|[కర్ణ] Karna: Idhe mee korikante, daanni neraverche bhadhyatha naadhi.
01:11:23:14|01:11:31:21|Karna|నిత్య పెళ్లి ఘనంగా జరుగుతుంది, ఏదేమైనా సరే మీరు అనుకున్నట్టే అవుతుంది సరేనా?|[కర్ణ] Karna: Nitya pelli ghananga jaruguthundhi. Yedhemainaa sare meeru anukunnattte avuthundhi, sarena?
01:11:33:17|01:11:37:11|Shanthi Baby|నా బంగారు కొండ, నా జీవితానికి వెలుగు.|[శాంతి బేబీ] Shanthi Baby: Naa bangaru konda, naa jeevithaaniki velugu.
01:11:38:00|01:11:41:04|Shanthi Baby|నువ్వు దానికి ఏమీ తీసిపోలేదు బాబు.|[శాంతి బేబీ] Shanthi Baby: Nuvvu daaniki yemi theesipoledhu baabu.
01:11:51:17|01:11:52:12|Nitya|కర్ణ ఒక నిమిషం.|[నిత్య] Nitya: Karna okka nimisham.
01:11:56:17|01:11:57:04|Karna|ఏమైంది?|[కర్ణ] Karna: Emaindi?
01:11:58:19|01:12:01:05|Nitya|మీరు శాంతితో మాట్లాడింది నేను విన్నాను.|[నిత్య] Nitya: Meeru Shanthitho matladindhi nenu vinnanu.
01:12:03:16|01:12:06:11|Karna|ఆ సారీ అది, ఆవిడ అడిగారు.|[కర్ణ] Karna: Ah, sorry adhi, aavida adigaru.
01:12:06:19|01:12:07:07|Nitya|థాంక్యూ.|[నిత్య] Nitya: Thank you.
01:12:07:18|01:12:08:00|Karna|ఆహ్?|[కర్ణ] Karna: Ah?
01:12:09:12|01:12:10:07|Nitya|థాంక్యూ అన్నాను.|[నిత్య] Nitya: Thank you annanu.
01:12:11:06|01:12:12:03|Karna|ఆహ్ నాకా?|[కర్ణ] Karna: Ah, naaka?
01:12:12:20|01:12:14:04|Nitya|మరి ఎవరన్నారు ఇక్కడ?|[నిత్య] Nitya: Mari evarannaru ikkada?
01:12:15:20|01:12:18:22|Nitya|నేను అరవడం మాత్రం నీకు గుర్తుంటుందా? నాకు థాంక్యూ చెప్పడం వచ్చు.|[నిత్య] Nitya: Nenu aravadam maatram neeku gurthuntundha? Naaku thank you cheppadam vachu.
01:12:19:15|01:12:23:07|Karna|కాదు అది, ఆహ్ చెప్పడానికి కొత్తగా అనిపిస్తే అడిగాను.|[కర్ణ] Karna: Kaadu adhi, ah, cheppadaniki kotthaga anipisthe adiganu.
01:12:25:13|01:12:26:01|Nitya|కర్ణ.|[నిత్య] Nitya: Karna.
01:12:27:06|01:12:27:18|Karna|ఆహ్ సారీ.|[కర్ణ] Karna: Ah, sorry.
