start_timestamp|end_timestamp|speaker_roman|dialogue_source|combined
04:05:03|04:11:15|Nidhi|అమ్మమ్మ, మీ మనవడు తాళి కట్టడానికి రెడీయేనా అడగండి. నేను కళ్ళు మూసుకొని తాళి కట్టించేసుకుంటాను.|[నిధి] Ammamma, me manavadu thali kattadaniki readyena adagandi. Nenu kallu musukoni thali kattinchesukuntanu.
04:18:01|04:21:20|Anjali|కర్ణాకి పెళ్లైతే ఏం చేస్తావ్‌ అన్నా?|[అంజలి] Karnaki pelli aythe em chestav anna?
04:23:03|04:27:22|Anjali|ఇప్పుడు నీ చేతిలో చింపేసిన అగ్రిమెంట్ తప్ప ఇంకేమీ లేదు.|[అంజలి] Ippudu nee chethilo chimpina agreement thappa inkem ledhu.
04:28:02|04:35:24|Anna|నీ స్వభావం ఇంకా మారలేదు కదా. ఊరుకున్నవాళ్ళని గెలకటం, ఆ తర్వాత దూరం నుంచి ఇకలించడం.|[అన్న] Nee swabhavam inka maraledhu kadha. Urukunnavallani gelakatam, aa tharuvatha dooram nunchi ikilinchadam.
04:38:00|04:39:23|Anjali|కదిలిస్తేనే నువ్వు రాజుకుంటావు.|[అంజలి] Kadilisthene nuvvu raajukuntavu.
04:41:09|04:43:11|Anjali|నువ్వు రాజుకుంటేనే పని అవుతుందన్నయ్యా.|[అంజలి] Nuvvu raajukunthene pani avuthundannayya.
04:44:14|04:48:21|Anjali|దాని వల్ల నీకు ఉపయోగం తప్ప నాకేం ఒరుగుతుంది?|[అంజలి] Daani valla neeku upayogam thappa naakem orugutundi?
04:49:10|04:52:21|Anna|ఎన్నో ఏళ్లుగా నిన్ను అడగాలనుకుంటున్న విషయం ఒకటి ఉంది.|[అన్న] Enno yelluga ninnu adagalanukuntunna vishayam okati undi.
04:53:02|04:54:20|Anna|అడిగితే జవాబు ఇస్తావా?|[అన్న] Adigithe javabu isthava?
04:57:10|05:02:01|Anjali|ఒకే ఇంట్లోనే ఉంటున్నాం కదా? ఎన్నో ఏళ్ల నుంచి నన్ను అడగలేకపోయిన ప్రశ్న ఏంటన్నయ్యా?|[అంజలి] Oke intlone untunnam kadha? Enno yella nunchi nannu adagalekapoyina prashna entannayya?
05:03:14|05:05:21|Anna|ఆ రోజు జరగకూడనిది జరిగింది.|[అన్న] Aa roju jaragakoodanidi jarigindi.
05:07:07|05:09:12|Anna|అది ఇంకా నీ మనసులోనే ఉంది కదా?|[అన్న] Adi inka nee manasulone undi kadha?
05:14:03|05:18:24|Anna|మాటల్లో అడిగిన ప్రశ్నకి మౌనం జవాబు కాకూడదు.|[అన్న] Maatallo adigina prashnaki mounam javabu kaakudadu.
05:19:07|05:22:11|Anjali|జరగాలని రాసున్న దాన్ని ఎవరమూ మార్చలేం కదన్నయ్యా.|[అంజలి] Jaragalani raasunna daanni evaramu maarchalem kadannayya.
05:23:22|05:25:15|Anjali|అర్థం ఉంటేనే మాట అంటారు.|[అంజలి] Artham untene maata antaru.
05:26:15|06:00:03|Anjali|అది వ్యర్థం అనుకుంటే అందుకు మౌనం జవాబు అవ్వడమే మంచిది.|[అంజలి] Adi vyartham anukunte anduku mounam javabu avvadame manchidi.
